,1691
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロースフタル酸エステル[InactIngreName],1
添加物として[InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物：<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName]スアテ[InactIngreName]マグネシウム[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物としてグルクロノラクトン[Number][Unit][InactIngreName][Number][Unit][InactIngreName]を含有する,1
添加物及びその含量<BR>[InactIngreName][Number][Unit]<<BR>>[InactIngreName][Number][Unit]<<BR>>[InactIngreName][Number][Unit]<<BR>>[InactIngreName][Number][Unit]<<BR>>[InactIngreName]適量,1
添加物としてグルクロノラクトン[Number][Unit][InactIngreName]を含有する,1
添加物<BR>本剤[Number][Unit]中に[InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][InactIngreName]和物[Number][Unit][InactIngreName][Number][Unit][InactIngreName]を含有,1
溶解液を添付している<<BR>>成分分量<BR>[Number][Unit]中コカルボキシラーゼ[Number][Unit]<<BR>>添加物としてそれぞれの専用溶解液（[Number][Unit]）に[InactIngreName][Number][Unit][InactIngreName]及び[InactIngreName]を含有する,1
溶解液を添付している<<BR>>添加物として専用溶解液（[Number][Unit]）に[InactIngreName][Number][Unit][InactIngreName]及び[InactIngreName]を含有する,1
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物として[InactIngreName][Number][Unit][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName]を含有する,1
添加物：<BR>[InactIngreName][Number][Unit][InactIngreName]（[InactIngreName]）[InactIngreName]（[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName]和物）,1
添加物（[Number][Unit]中）<BR>[InactIngreName][Number][Unit][InactIngreName][InactIngreName]和物[Number][Unit][InactIngreName][Number][Unit][InactIngreName][InactIngreName]和物[Number][Unit][InactIngreName],1
添加物として[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメチロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物として[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物<BR>[InactIngreName][InactIngreName]和物[Number][Unit]<<BR>>[InactIngreName][Number][Unit]<<BR>>[InactIngreName]適量,1
添加物として[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロースフタル酸エステル[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]及び[InactIngreName]を含有する,1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物として[InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロースフタル酸エステル[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]＞[InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物として[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロースフタル酸エステル[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]及び[InactIngreName]を含有する,1
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName]ヒプロメロースフタル酸エステル[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物として[InactIngreName][Number][Unit][InactIngreName][Number][Unit]及び[InactIngreName]を含有する<<BR>>容量<BR>[Number][Unit]<<BR>>成分名<BR>ピリドキサール[InactIngreName]エステル[InactIngreName]和物（別名：[InactIngreName]ピリドキサール）<<BR>>分量（[Number][Unit]中）<BR>[Number][Unit],1
添加物及び含量<BR>[InactIngreName][Number][Unit]<<BR>>[InactIngreName][Number][Unit]<<BR>><BR>[InactIngreName]適量,1
添加物<BR>[InactIngreName]：[Number][Unit][InactIngreName]（[InactIngreName]）：適量,1
添加物として[InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物＞<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物として[InactIngreName][InactIngreName]和物[InactIngreName]を含有するまた同じく添加物としてカプセル本体中に[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物として[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName]沈降[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>添加物として[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]無[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物<BR>添加物として[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有,1
添加物<BR>内容物に[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName]を含有するまたカプセル本体に[InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物<BR>（カプセル内容物）[InactIngreName][InactIngreName]和物[InactIngreName]<<BR>>（カプセル本体）[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物[Number][Unit]（[Number][Unit]）中<BR>[InactIngreName][Number][Unit][InactIngreName][InactIngreName]和物[Number][Unit][InactIngreName][Number][Unit][InactIngreName]（[InactIngreName]）適量,1
添加物<BR>[InactIngreName][Number][Unit][InactIngreName][Number]成分[InactIngreName],1
添加物として[InactIngreName][Number][Unit][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName]和物を含有する,1
添加物<BR>Ｄ‐マンニトール[Number][Unit]（[Number][Unit]）中の分量：[Number][Unit],1
添加物（[Number][Unit]中）<BR>Ｄマンニトール[Number][Unit],1
添加物としてＤマンニトール[Number][Unit]及び[InactIngreName]を含有する<<BR>>容量<BR>[Number][Unit]<<BR>>成分名分量（[Number][Unit]中）<BR>メコバラミン[Number][Unit],1
添加物として[InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName]含有,1
添加物として[InactIngreName][Number][Unit]Ｌシステイン[InactIngreName]塩[InactIngreName]和物[Number][Unit][InactIngreName][Number][Unit][InactIngreName]を含有する,1
添加物<BR>[InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName],1
添加物（[Number][Unit]中）<BR>[InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][Number][Unit],1
添加物として[InactIngreName][Number][Unit]Ｌシステイン[InactIngreName]塩[Number][Unit][InactIngreName][Number][Unit][InactIngreName]を含有する,1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName]カルシウム[InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物として[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName]Ｄ‐マンニトール[InactIngreName]を含有する,1
添加物<BR>添加物として[InactIngreName][InactIngreName]酸化アルミナＭｇ[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName]及び[InactIngreName]を含有する,1
添加物：[InactIngreName][InactIngreName]和物<BR>[Number][Unit]（[Number][Unit]）中の分量：適量<<BR>>添加物：[InactIngreName]<BR>[Number][Unit]（[Number][Unit]）中の分量：[Number][Unit]<<BR>>添加物：[InactIngreName]<BR>[Number][Unit]（[Number][Unit]）中の分量：適量<<BR>>添加物：Ｄ‐ソルビトール<BR>[Number][Unit]（[Number][Unit]）中の分量：[Number][Unit]<<BR>>添加物：[InactIngreName]<BR>[Number][Unit]（[Number][Unit]）中の分量：[Number][Unit]<<BR>>添加物：[InactIngreName]<BR>[Number][Unit]（[Number][Unit]）中の分量：[Number][Unit],1
添加物<BR>[InactIngreName][InactIngreName]和物Ｄマンニトール[InactIngreName],1
添加物として[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ポリオキシエチレン［[Number]］ポリオキシプロピレン［[Number]］グリコール及び[InactIngreName]を含有する,1
添加物として[InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物としてアスパラギン酸[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]Ｄ‐ソルビトール液[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物として[InactIngreName][InactIngreName]カプセル本体に[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物<BR>[InactIngreName][InactIngreName]カプセル本体に[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ポリソルベト[Number][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName]（カプセル本体に[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]）,1
添加物<BR>内容物に[InactIngreName][InactIngreName]を含有するまたカプセル本体に[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]<<BR>>内容物<BR>淡黄色の粘稠な液又は半固形物,1
添加物<BR>[InactIngreName][InactIngreName]カプセル本体に[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物として[InactIngreName][InactIngreName]をまた同じく添加物としてカプセル本体中に[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物として[InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName]Ｄ‐ソルビトール液[InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物<BR>[InactIngreName][Number][Unit]（[Number][Unit]）中の分量：[Number][Unit]<<BR>>添加物<BR>[InactIngreName][Number][Unit]（[Number][Unit]）中の分量：適量<<BR>>添加物<BR>[InactIngreName][Number][Unit]（[Number][Unit]）中の分量：[Number][Unit]<<BR>>添加物<BR>Ｄ‐ソルビトール[Number][Unit]（[Number][Unit]）中の分量：[Number][Unit]<<BR>>添加物<BR>タウリン[Number][Unit]（[Number][Unit]）中の分量：[Number][Unit]<<BR>>添加物<BR>[InactIngreName][Number][Unit]（[Number][Unit]）中の分量：[Number][Unit],1
添加物として[InactIngreName][Number][Unit]タウリン[Number][Unit][InactIngreName][InactIngreName]和物[InactIngreName]を含有する,1
添加物[InactIngreName][InactIngreName]和物[InactIngreName]カプセル本体中[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName]ヒプロメロース,1
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName]ヒプロメロースヒプロメロースフタル酸エステル[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物：<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName]カプセル本体：[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物として[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName]含有,1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName],1
添加物及び含量<BR>[InactIngreName][Number][Unit]<<BR>>[InactIngreName][Number][Unit]<<BR>>[InactIngreName][Number][Unit]<<BR>>[InactIngreName]適量,1
添加物：[InactIngreName]（適量）[InactIngreName][InactIngreName],1
添加物<BR>塩化鉄（ＩＩＩ）六[InactIngreName]和物[Number][Unit][InactIngreName][InactIngreName]和物[Number][Unit][InactIngreName][Number][Unit][InactIngreName],1
添加物<BR>[InactIngreName]（[Number][Unit]）[InactIngreName],1
添加物<BR>添加物として[Number][Unit]（[Number][Unit]）中に[InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName]適量を含有する,1
添加物<BR>添加物として[Number][Unit]中に[InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName]適量を含有する,1
添加物<BR>添加物として[Number][Unit]（[Number][Unit]）中に[InactIngreName][Number][Unit][InactIngreName][InactIngreName]和物適量[InactIngreName][InactIngreName]和物適量[InactIngreName]適量を含有する,1
添加物<BR>添加物として[Number][Unit]（[Number][Unit]）中に[InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName]適量を含有する,1
添加物[Number][Unit]中<BR>[InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName]（[InactIngreName]）適量[InactIngreName]（[InactIngreName]）適量,1
添加物<BR>[InactIngreName]を[Number][Unit][InactIngreName]を[Number][Unit][InactIngreName]を含有する,1
添加物[InactIngreName]（溶解補助剤）[Number][Unit][InactIngreName]（可溶剤）[Number][Unit][InactIngreName]（[InactIngreName]）適量[InactIngreName]（[InactIngreName]）適量,1
添加物<BR>添加物として[Number][Unit]中に[InactIngreName][Number][Unit][InactIngreName][InactIngreName]和物適量[InactIngreName][InactIngreName]和物適量[InactIngreName]適量を含有する,1
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName]を含有,1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName]Ｄマンニトール[InactIngreName]を含有,1
添加物として[InactIngreName]（[InactIngreName]）を含有する．<<BR>>〈電解質組成〉<BR>Ｃａ[Number]＋[Number][Unit]Ｃｌ[Number][Unit],1
添加物として[InactIngreName][InactIngreName]末[InactIngreName][InactIngreName][InactIngreName]を含む本品は[Number][Unit]重量約[Number][Unit]である,1
添加物<BR>メチルアクリレートメチルメタクリレート[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName],1
添加物として[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有するまたカプセル本体に[InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物としてアスパルテーム（フェニルアラニン化合物）[InactIngreName]Ｄ‐マンニトール[InactIngreName]を含有する,1
添加物として[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]グリコール酸Ｎａ[InactIngreName]ヒプロメロースを含有する,1
添加物として[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[Number][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName]Ｄソルビトール[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName]ケイ酸アルミニウム,1
添加物<BR>[InactIngreName]ケイ酸アルミニウム[InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物[Number][Unit]（[Number][Unit]）中<BR>[InactIngreName]適量[InactIngreName][Number][Unit][InactIngreName][InactIngreName]和物[Number][Unit][InactIngreName]微量<<BR>>溶解後の電解質濃度（ｍ／[Unit]）<BR>Ｎａ＋[Number]Ｋ＋[Number]Ｍｇ[Number]＋[Number]Ｃｌ[Number]Ｐｈｏｓｐｈａｔｅ[Number]（ｍｍｏｌ／[Unit]）Ｃｉｔｒａｔｅ[Number]添加物として[InactIngreName][InactIngreName]和物（溶解後のＣｉｔｒａｔｅ[Number]濃度：[Number][Unit]）を含むので本剤の溶解後のＣｉｔｒａｔｅ[Number]濃度は[Number][Unit]である<<BR>>本剤[Number][Unit]（[Number][Unit]）は約[Number][Unit]である,1
添加物[Number][Unit]（[Number][Unit]）中<BR>[InactIngreName]適量[InactIngreName][InactIngreName]和物[Number][Unit][InactIngreName]微量[InactIngreName]微量[InactIngreName]微量[InactIngreName]微量<<BR>>溶解後の電解質濃度（ｍ／[Unit]）<BR>Ｎａ＋[Number]Ｋ＋[Number]Ｍｇ[Number]＋[Number]Ｃｌ[Number]Ｐｈｏｓｐｈａｔｅ[Number]（ｍｍｏｌ／[Unit]）Ｃｉｔｒａｔｅ[Number]添加物として[InactIngreName][InactIngreName]和物（溶解後のＣｉｔｒａｔｅ[Number]濃度：[Number][Unit]）を含むので本剤の溶解後のＣｉｔｒａｔｅ[Number]濃度は[Number][Unit]である<<BR>>本剤[Number][Unit]（[Number][Unit]）は約[Number][Unit]である,1
添加物<BR>[InactIngreName][InactIngreName]ケイ酸アルミニウム[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName]エステルナトリウム[Number][Unit]含有,1
添加物（[Number][Unit][Number][Unit]中）[InactIngreName][InactIngreName]エステルナトリウム（着色剤）[Number][Unit][InactIngreName]（[InactIngreName]）適量[InactIngreName]（[InactIngreName]）適量,1
添加物〉コンドロイチン[InactIngreName]エステルナトリウム…[Number][Unit][InactIngreName],1
添加物：<BR>[InactIngreName][Number][Unit]（[InactIngreName]は魚類の軟骨抽出物）[InactIngreName]（[InactIngreName]）,1
添加物としてコンドロイチン[InactIngreName]エステルナトリウム[Number][Unit]及び[InactIngreName]を含有する,1
添加物＞コンドロイチン[InactIngreName]エステルナトリウム[Number][Unit][InactIngreName],1
添加物（[Number][Unit]中）<BR>コンドロイチン[InactIngreName]エステルナトリウム[Number][Unit][InactIngreName]<<BR>>元素量元素量（μｍｏｌ／[Number][Unit]）<BR>鉄（Ｆｅ）[Number]マンガン（Ｍｎ）[Number]亜鉛（Ｚｎ）[Number]銅（Ｃｕ）[Number]ヨウ素（Ｉ）[Number],1
添加物[Number][Unit][Number][Unit]中<BR>コンドロイチン[InactIngreName]エステルナトリウム（安定剤）[Number][Unit][InactIngreName]（[InactIngreName]）適量<<BR>>〈元素量〉[Number][Unit][Number][Unit]中<BR>鉄（Ｆｅ）[Number][Unit]マンガン（Ｍｎ）[Number][Unit]亜鉛（Ｚｎ）[Number][Unit]銅（Ｃｕ）[Number][Unit]ヨウ素（Ｉ）[Number][Unit],1
添加物（[Number][Unit]中）<BR>コンドロイチン[InactIngreName]エステルナトリウム[Number][Unit][InactIngreName]<<BR>>元素量元素量（μｍｏｌ／[Number][Unit]）<BR>鉄（Ｆｅ）[Number]亜鉛（Ｚｎ）[Number]銅（Ｃｕ）[Number]ヨウ素（Ｉ）[Number],1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ｌ‐メントール[InactIngreName]ステビア抽出物[InactIngreName]その他[Number]成分<<BR>>総[InactIngreName]量<BR>[Number][Unit]顆粒,1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]<<BR>>総アミノ酸量[Number][Unit]（[Number][Unit]）中<BR>[Number][Unit]<<BR>>総[InactIngreName]量[Number][Unit]（[Number][Unit]）中<BR>[Number][Unit],1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName]<<BR>>総アミノ酸量<BR>[Number][Unit]（[Number][Unit]）中[Number][Unit],1
添加物[Number][Unit]（[Number][Unit]）中<BR>システイン[InactIngreName]塩[InactIngreName]和物[Number][Unit][InactIngreName][Number][Unit][InactIngreName]（[InactIngreName]）適量<<BR>>総[InactIngreName]量<BR>[Number][Unit]<<BR>>総遊離アミノ酸濃度<BR>[Number][Unit],1
添加物[Number][Unit]（[Number][Unit]）中<BR>[InactIngreName][Number][Unit]<<BR>>総[InactIngreName]量<BR>[Number][Unit]<<BR>>総遊離アミノ酸濃度<BR>[Number][Unit]<<BR>>必須アミノ酸／非必須アミノ酸<BR>[Number],1
添加物[Number][Unit]（[Number][Unit]）中<BR>[InactIngreName][Number][Unit][InactIngreName]（[InactIngreName]）適量<<BR>>総[InactIngreName]量<BR>[Number][Unit]<<BR>>総遊離アミノ酸濃度<BR>[Number][Unit]<<BR>>分岐鎖アミノ酸含有率<BR>[Number][Unit]<<BR>>必須アミノ酸／非必須アミノ酸<BR>[Number],1
添加物<BR>[InactIngreName][Number][Unit][InactIngreName]<<BR>>総遊離アミノ酸量<BR>[Number][Unit]<<BR>>必須アミノ酸（Ｅ）<BR>[Number][Unit]<<BR>>非必須アミノ酸（[Unit]）<BR>[Number][Unit]<<BR>>Ｅ／[Unit]<BR>[Number]<<BR>>総[InactIngreName]量<BR>[Number][Unit]<<BR>>分岐鎖アミノ酸含有率<BR>[Number][Unit]<<BR>>電解質濃度<BR>Ｎａ＋約[Number][Unit][InactIngreName]約[Number][Unit],1
添加物[Number][Unit]（[Number][Unit]）中<BR>システイン[Number][Unit][InactIngreName][Number][Unit][InactIngreName]（[InactIngreName]）適量<<BR>>総[InactIngreName]量<BR>[Number][Unit]<<BR>>総遊離アミノ酸濃度<BR>[Number][Unit]<<BR>>必須アミノ酸／非必須アミノ酸<BR>[Number],1
添加物<BR>[InactIngreName][InactIngreName]アスパルテーム（フェニルアラニン化合物）[InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName]和物[InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]エステル[InactIngreName][InactIngreName]和物[InactIngreName],1
添加物として[InactIngreName][InactIngreName][InactIngreName]ソーマチン[InactIngreName][InactIngreName]を含有する,1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]エステル[InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName],1
添加物<BR>[InactIngreName]：[Number][Unit]Ｌ－[InactIngreName]一[InactIngreName]和物：[Number][Unit][InactIngreName]：適量<<BR>>総遊離アミノ酸<BR>[Number][Unit]<<BR>>総[InactIngreName]量<BR>[Number][Unit]<<BR>>必須アミノ酸／非必須アミノ酸<BR>[Number],1
